,permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_number_suffix,street_name,street_suffix,unit,unit_suffix,description,status,status_date,filed_date,issued_date,completed_date,first_construction_document_date,structural_notification,number_of_existing_stories,number_of_proposed_stories,voluntary_soft_story_retrofit,fire_only_permit,estimated_cost,revised_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,tidf_compliance,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,site_permit,last_permit_activity_date,application_submission_method,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,zipcode,location,point_source,record_id,data_as_of,data_loaded_at
412,202306210471,8,otc alterations permit,2023-06-21T00:00:00.000,1441,039,311,,09th,Av,,,"remove wall finishes at (e) commercial office on ground floor for engineer's evaluation.  exploratory demolition. max (e) 2'x2' holes repairs in kind, interiro only.",issued,2023-06-21T10:58:10.000,2023-06-21T09:49:33.000,2023-06-21T10:58:10.000,,,,1.0,1.0,,,4000.0,4000.0,office,,office,,0,,B,B,5,wood frame (5),5,wood frame (5),,2023-06-21T10:53:38.000,in-house,N,Y,1,Inner Richmond,94118.0,POINT (-122.467826127 37.782440636),parcel_centroid,167157799885,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
413,202306210501,8,otc alterations permit,2023-06-21T00:00:00.000,1259,024,35,,Alpine,Tr,,,to install overhead automatic fire sprinklers at 1/f. ref permits 201510018577 and 202205315274,filed,2023-06-21T10:47:51.000,2023-06-21T10:47:51.000,,,,,3.0,3.0,,Y,19860.0,0.0,apartments,5.0,apartments,5.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-21T10:49:02.000,in-house,N,Y,8,Haight Ashbury,94117.0,POINT (-122.437412706 37.769774491),parcel_centroid,167160894180,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
414,202306210555,8,otc alterations permit,2023-06-21T00:00:00.000,3753,142,921,,Folsom,St,,,"full service restaurant tenant improvement, non-structural partitions, counters, fixtures & finishes.",filed,2023-06-21T14:46:13.000,2023-06-21T14:46:13.000,,,,,9.0,9.0,,,140000.0,0.0,retail sales,115.0,food/beverage hndlng,115.0,2,,"M,B,R-2","M,B,R-2",1,constr type 1,1,constr type 1,,2023-06-21T15:20:30.000,in-house,N,Y,6,South of Market,94107.0,POINT (-122.403646823 37.779578092),parcel_centroid,1671666508295,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
415,202306210564,8,otc alterations permit,2023-06-21T00:00:00.000,2039,004,1725,,10th,Av,,,"gr fl remove move ex garage,furnace stairs. new garage, stis, vistibule, storage, office, and closet. 2nd fl remove back laundry struct and rebuild same size. add kitchen. new bath and hallway. new ater heater, furnace, skylight. 3rd fl new deck over new kitchen. remove windows and replace tempered",filed,2023-06-21T15:45:10.000,2023-06-21T15:45:10.000,,,,,2.0,2.0,,,150000.0,0.0,2 family dwelling,2.0,2 family dwelling,2.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T15:54:16.000,in-house,N,Y,7,Inner Sunset,94122.0,POINT (-122.467150049 37.755969405),parcel_centroid,1671675369659,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
416,202306210519,8,otc alterations permit,2023-06-21T00:00:00.000,2989B,021,243,,West Portal,Av,,,modification to existing footing to accomodate new ramp:  revision to permit 202207299569,issued,2023-06-22T11:20:38.000,2023-06-21T12:38:33.000,2023-06-22T11:20:38.000,,,,2.0,2.0,,,1.0,1.0,food/beverage hndlng,,office,,2,,"A-2,M","A-2,B",5,wood frame (5),5,wood frame (5),,2023-06-22T11:19:07.000,in-house,N,Y,7,West of Twin Peaks,94127.0,POINT (-122.468177166 37.738325495),parcel_centroid,1671627149109,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
417,202306210491,8,otc alterations permit,2023-06-21T00:00:00.000,1000,013,3014,,Clay,St,,,"upgrade the (e) fa system t0 comply with sffc 1103.7.6.1 by installing new wireless low frequency sounders in sleepng areas and like replacements for (e) smoke detectours, pull stations and horn/strobes in common areas",issued,2023-06-21T15:49:28.000,2023-06-21T10:29:12.000,2023-06-21T15:49:28.000,,,,3.0,3.0,,Y,44000.0,44000.0,apartments,12.0,apartments,12.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-21T15:47:10.000,in-house,N,Y,2,Pacific Heights,94115.0,POINT (-122.443266365 37.789831039),parcel_centroid,1671599238572,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
418,202306210512,8,otc alterations permit,2023-06-21T00:00:00.000,1362,001,105,,Lake,St,0.0,,fire alarm upgraded 1103.7.6.1,filed,2023-06-21T11:45:55.000,2023-06-21T11:45:55.000,,,,,4.0,4.0,,Y,24000.0,0.0,apartments,12.0,apartments,12.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-21T11:47:37.000,in-house,N,Y,1,Inner Richmond,94118.0,POINT (-122.460653513 37.786691186),parcel_centroid,1671619403724,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
419,202306210506,8,otc alterations permit,2023-06-21T00:00:00.000,0039,068,37,,Midway,St,,,fire alarm upgraded to comply with sffc section 1103.7.6.1,filed,2023-06-21T10:56:43.000,2023-06-21T10:56:43.000,,,,,4.0,4.0,,Y,15860.0,0.0,apartments,6.0,apartments,6.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-21T10:57:55.000,in-house,N,Y,3,North Beach,94133.0,POINT (-122.409670215 37.805758221),parcel_centroid,1671614230630,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
420,202306210533,8,otc alterations permit,2023-06-21T00:00:00.000,0296,006,400,,Post,St,0.0,,"demolition or removal of (e) flooring, (e) interior partition walls, (e) interior glazing, (e) hvac ducts & diffusers, (e) wall cladding, (e) casework, (e) light fixtures, (e) electrical conduits. all finishesto be removed back to base structure. no storefront work under this permit.",filed,2023-06-21T13:20:26.000,2023-06-21T13:20:26.000,,,,,4.0,4.0,,,120000.0,0.0,retail sales,0.0,retail sales,0.0,2,,"M,B","M,B",3,constr type 3,3,constr type 3,,2023-06-21T14:49:06.000,in-house,N,Y,3,Nob Hill,94102.0,POINT (-122.408830477 37.788494269),parcel_centroid,1671642299068,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
421,202306210549,8,otc alterations permit,2023-06-21T00:00:00.000,1244,018,642,,Ashbury,St,0.0,,reroofing.,issued,2023-06-21T15:18:13.000,2023-06-21T14:15:09.000,2023-06-21T15:18:13.000,,,,3.0,3.0,,,22850.0,22850.0,apartments,3.0,apartments,3.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-21T15:14:35.000,in-house,N,Y,5,Haight Ashbury,94117.0,POINT (-122.446530408 37.769440705),parcel_centroid,1671660421117,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
422,202306210542,8,otc alterations permit,2023-06-21T00:00:00.000,1924,089,1747,,19th,Av,,,waterproofing repairs: exterior - r/r stucco and trim surrounding (e) window; install new waterproofing; prime/paint new stucco to resemble (e) color. interior - r/r affected sheetrock surrounding (e) windows; prime/paint enire affected wall to resemble (e) color. (facing st. approx. 30 sq. ft. area,issued,2023-06-21T14:59:09.000,2023-06-21T13:47:12.000,2023-06-21T14:59:09.000,,,,3.0,3.0,,,9390.0,9390.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T14:49:47.000,in-house,N,Y,4,Sunset/Parkside,94122.0,POINT (-122.476832548 37.755204003),parcel_centroid,1671651491883,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
423,202306210462,8,otc alterations permit,2023-06-21T00:00:00.000,0233,044,4,,Embarcadero Center,,,,29th fl - revision to pa 2023-0602-9092. reconfiguration of hallway door at stair area,issued,2023-06-22T09:51:52.000,2023-06-21T09:12:54.000,2023-06-22T09:51:52.000,,,,45.0,45.0,,,1.0,1.0,office,0.0,office,0.0,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,2023-06-22T09:46:00.000,in-house,N,Y,3,Financial District/South Beach,,POINT (-122.396063297 37.795030433),parcel_centroid,167156763351,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
424,202306210495,8,otc alterations permit,2023-06-21T00:00:00.000,0068,001,2355,,Leavenworth,St,0.0,,"upgrade the (e) fa system t0 comply with sffc 1103.7.6.1 by installing new wireless low frequency sounders in sleepng areas and like replacements for (e) smoke detectours, pull stations and horn/strobes in common areas",filed,2023-06-21T10:37:10.000,2023-06-21T10:37:10.000,,,,,6.0,6.0,,,55000.0,0.0,apartments,36.0,apartments,36.0,2,,R-2,R-2,3,constr type 3,3,constr type 3,,2023-06-21T10:39:59.000,in-house,N,Y,3,Russian Hill,94109.0,POINT (-122.41842023 37.802928328),parcel_centroid,1671603293200,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
425,202306210538,8,otc alterations permit,2023-06-21T00:00:00.000,6095,022,251,,Prague,St,,,"to comply with bid nov #202308767 & pid nov #202308803: remove/replace garage door, remove/repair damaged stucco in front of house ~400 sqft, re-test gas line, remove pg&e meter & replce all work abouve due to car crash",issued,2023-06-23T12:04:10.000,2023-06-21T13:39:06.000,2023-06-23T12:04:10.000,,,,2.0,2.0,,,30000.0,30000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T11:58:04.000,in-house,N,Y,11,Excelsior,94112.0,POINT (-122.427548239 37.71801555),parcel_centroid,1671647196228,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
426,202306210528,8,otc alterations permit,2023-06-21T00:00:00.000,3282,017,68,,Keystone,Wy,,,reroofing,issued,2023-06-21T14:36:49.000,2023-06-21T12:59:58.000,2023-06-21T14:36:49.000,,,,2.0,2.0,,,9850.0,9550.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T14:32:55.000,in-house,N,Y,7,West of Twin Peaks,94112.0,POINT (-122.462314515 37.727144881),parcel_centroid,1671636155915,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
427,202306210465,8,otc alterations permit,2023-06-21T00:00:00.000,1014,023,3984,,Sacramento,St,,,"in kind remodel of kitchen and hall bathroom. fixture location to remain the same, no plans. no structural demo.",issued,2023-06-21T09:52:24.000,2023-06-21T09:25:51.000,2023-06-21T09:52:24.000,,,,3.0,3.0,,,90000.0,90000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T09:45:06.000,in-house,N,Y,2,Presidio Heights,94118.0,POINT (-122.458691012 37.786969036),parcel_centroid,167157187163,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
428,202306210475,8,otc alterations permit,2023-06-21T00:00:00.000,2851,024,11,,Crestline,Dr,0.0,,"will comply with nov# 201931811 (items #2 and #10): - apt#2 - kitchen: like for like (new countertops, cabinets, sink). additional outlet for dishwasher. bath: like for like (new vanity and shower tile). door not visible from street. repair in-kind.",issued,2023-06-21T11:14:15.000,2023-06-21T09:57:28.000,2023-06-21T11:14:15.000,,,,4.0,4.0,,,24500.0,50000.0,apartments,5.0,apartments,5.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-21T11:00:57.000,in-house,N,Y,8,Twin Peaks,94131.0,POINT (-122.445303162 37.749170033),parcel_centroid,1671582418451,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
429,202306210559,8,otc alterations permit,2023-06-21T00:00:00.000,3007,006,430,,Myra,Wy,,,"renew expired pa# 200111163380, 200204103617.  all work is complete.",issued,2023-06-21T15:08:39.000,2023-06-21T15:03:58.000,2023-06-21T15:08:39.000,,,,3.0,3.0,,,1.0,1.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T15:05:24.000,in-house,N,Y,7,West of Twin Peaks,94127.0,POINT (-122.452669808 37.737047774),parcel_centroid,1671670149967,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
430,202306210523,8,otc alterations permit,2023-06-21T00:00:00.000,2325,048,2210,,25th,Av,,,replacing existing foundation like to like (50 cfi) at rear  and south side of building.,filed,2023-06-21T12:48:32.000,2023-06-21T12:48:32.000,,,,,2.0,2.0,,,10000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T12:50:31.000,in-house,N,Y,4,Sunset/Parkside,94116.0,POINT (-122.482118309 37.746228138),parcel_centroid,1671633131285,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
431,202306210554,8,otc alterations permit,2023-06-21T00:00:00.000,1389,009,263,,29th,Av,,,approx 4sf: dry rot repair (4 sf) in small area at front of house. no change in finishes.,issued,2023-06-21T15:22:52.000,2023-06-21T14:38:43.000,2023-06-21T15:22:52.000,,,,2.0,2.0,,,4000.0,4000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T15:19:11.000,in-house,N,Y,1,Seacliff,94121.0,POINT (-122.489663644 37.784301907),parcel_centroid,167166598033,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
432,202306210561,8,otc alterations permit,2023-06-21T00:00:00.000,0986,019B,3445,,Jackson,St,,,"replace (e) windows (2 french doors, 6 windows). replace dryrot. replace siding (rear facade). replacing in-kind wood windows and doors. in kind. u factor max 0.30",issued,2023-06-22T14:05:27.000,2023-06-21T15:29:20.000,2023-06-22T14:05:27.000,,,,3.0,3.0,,,30000.0,30000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T14:02:41.000,in-house,N,Y,2,Presidio Heights,94118.0,POINT (-122.451545334 37.79003373),parcel_centroid,167167286133,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
433,202306210530,8,otc alterations permit,2023-06-21T00:00:00.000,3744,002,345,,Spear,St,0.0,,"4th flr. revision to pa#: 202211106283. demo of west side only of existing non-structural partitions, ceilings, light fixtures, millwor and finishes. per ab-017. no  work oon east side of the floor",issued,2023-06-22T15:28:44.000,2023-06-21T13:07:04.000,2023-06-22T15:28:44.000,,,,6.0,6.0,,,1.0,1.0,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,2023-06-22T15:26:49.000,in-house,N,Y,6,Financial District/South Beach,94105.0,POINT (-122.389757399 37.789803297),parcel_centroid,1671639436922,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
434,202306210502,8,otc alterations permit,2023-06-21T00:00:00.000,1590,004,619,,47th,Av,,,"g/f: renovate (e) recreation room @ rearminor change to (3) steps hallway next to (e)stair; 2/f: enclose (e)light well, remodel kitchen; 3/f: master bedroom remodel, relocate 2nd bathroom to 3/f. new roof deck",filed,2023-06-21T10:48:17.000,2023-06-21T10:48:17.000,,,,,3.0,3.0,,,120000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T12:18:27.000,in-house,N,Y,1,Outer Richmond,94121.0,POINT (-122.508407881 37.776682135),parcel_centroid,1671609105777,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
435,202306210544,8,otc alterations permit,2023-06-21T00:00:00.000,2028,020B,1738,,22nd,Av,,,"to comply w/ nov #202303319: 1st fl. add 2 bed rooms, 2 full bath and media 2nd fl. remodel kitchen and bathroom, add 1 den and 1 full bath, add new deck at rear replace front windows with in-kind alum clad wood, replace fire damage siding (north)",filed,2023-06-21T13:54:10.000,2023-06-21T13:54:10.000,,,,,2.0,2.0,,,150000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T14:39:48.000,in-house,N,Y,4,Sunset/Parkside,94122.0,POINT (-122.479436265 37.755221866),parcel_centroid,1671653122564,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
436,202306210511,8,otc alterations permit,2023-06-21T00:00:00.000,1365,013,4310,,California,St,,,"residential: demo bathroom flr and wall around shower/tub. inspect for dry rot. replace tub and shower fixtures. reinstall dry wall, retile shower tub, and floor. patch and repair lightwell. at second floor.",issued,2023-06-21T15:00:42.000,2023-06-21T11:45:15.000,2023-06-21T15:00:42.000,,,,2.0,2.0,,,15000.0,15000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,"R-3,M","R-3,M",5,wood frame (5),5,wood frame (5),,2023-06-21T14:48:00.000,in-house,N,Y,1,Inner Richmond,94118.0,POINT (-122.463796745 37.78535864),parcel_centroid,1671620375205,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
437,202306210550,8,otc alterations permit,2023-06-21T00:00:00.000,0952,016,2590,,Green,St,,,"interior renovation-@ 2nd story renovate (e) kitchen, (e) butler pantry. (e) powder room at 3 story renovate (e) primary bathroom, (e) primary closet & (n) closet at (e) bedrooms. 2&3 (n) finishes, fixtures & framing where shown in plans, kitchen window relocated. not visible from public right of wa",filed,2023-06-21T14:17:26.000,2023-06-21T14:17:26.000,,,,,4.0,4.0,,,160961.0,160961.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T10:06:37.000,in-house,N,Y,2,Marina,94123.0,POINT (-122.441718244 37.795585664),parcel_centroid,167166185218,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
438,202306210472,8,otc alterations permit,2023-06-21T00:00:00.000,0301,002,737,,Hyde,St,,,reroofing,issued,2023-06-21T11:06:37.000,2023-06-21T09:49:54.000,2023-06-21T11:06:37.000,,,,5.0,5.0,,,65000.0,65000.0,apartments,26.0,apartments,26.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-21T11:03:13.000,in-house,N,Y,3,Nob Hill,94109.0,POINT (-122.417054261 37.787726159),parcel_centroid,167157867249,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
439,202306210519,8,otc alterations permit,2023-06-21T00:00:00.000,2989B,021,255,,West Portal,Av,,,modification to existing footing to accomodate new ramp:  revision to permit 202207299569,issued,2023-06-22T11:20:38.000,2023-06-21T12:38:33.000,2023-06-22T11:20:38.000,,,,2.0,2.0,,,1.0,1.0,food/beverage hndlng,,office,,2,,"A-2,M","A-2,B",5,wood frame (5),5,wood frame (5),,2023-06-22T11:19:07.000,in-house,N,,7,West of Twin Peaks,94127.0,POINT (-122.468177166 37.738325495),parcel_centroid,1671628351702,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
440,202306210505,8,otc alterations permit,2023-06-21T00:00:00.000,3595,069,2391,,Mission,St,,,change of occupancy type: commercial ground floor tenant improvement. change of use from business retail to art gallery / art events. new rated egress hallway. new accessible restroom. mep deferred. no structural work.,filed,2023-06-21T10:55:48.000,2023-06-21T10:55:48.000,,,,,3.0,3.0,,,117000.0,117000.0,retail sales,2.0,workshop commercial,2.0,2,,"M,R-3","B,A-2,R-3",5,wood frame (5),5,wood frame (5),,2023-06-22T13:22:54.000,in-house,N,Y,9,Mission,94110.0,POINT (-122.418766017 37.758855071),parcel_centroid,1671613160770,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
441,202306210565,8,otc alterations permit,2023-06-21T00:00:00.000,0640,006C,1946,,California,St,,,to comply with physical inspection report #cc-8618: no work performed under this permit,issued,2023-06-22T09:59:51.000,2023-06-21T15:56:16.000,2023-06-22T09:59:51.000,,,,4.0,4.0,,,1.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T09:58:17.000,in-house,N,Y,2,Pacific Heights,94109.0,POINT (-122.42653277 37.790131135),parcel_centroid,167167677345,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
442,202306210534,8,otc alterations permit,2023-06-21T00:00:00.000,0343,001,57,,Taylor,St,,,unit# 120: remodeling (e) one kitchen. remodeling (e) one bathroom. no moving walls. no exterior work.,issued,2023-06-21T14:30:04.000,2023-06-21T13:29:51.000,2023-06-21T14:30:04.000,,,,4.0,4.0,,,15000.0,60000.0,apartments,116.0,apartments,116.0,0,,"M,R-2","M,R-2",5,wood frame (5),5,wood frame (5),,2023-06-21T14:19:20.000,in-house,N,Y,5,Tenderloin,94102.0,POINT (-122.411062409 37.782890137),parcel_centroid,1671643499048,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
443,202306210467,3,additions alterations or repairs,2023-06-21T00:00:00.000,0229,020,333,,Battery,St,,,upgrade 13 guest rooms to hearing impaired standards & provide smoke detectors w/ audible bases & visual notification appliances in sleeping areas & bathrooms. there were no modification on the bldg mech sys that can affect the original design or operation of the (e) smoke control systems,filed,2023-06-21T09:39:58.000,2023-06-21T09:39:58.000,,,,,20.0,20.0,,Y,48000.0,,residential hotel,360.0,residential hotel,360.0,1,,"R-1,A-3,B","R-1,A-3,B",1,constr type 1,1,constr type 1,,2023-06-21T10:20:07.000,in-house,N,Y,3,Chinatown,94111.0,POINT (-122.400674772 37.79470207),parcel_centroid,1671573233115,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
444,202306210497,8,otc alterations permit,2023-06-21T00:00:00.000,3622,018,3816,,22nd,St,,,reroofing,issued,2023-06-21T12:04:10.000,2023-06-21T10:42:33.000,2023-06-21T12:04:10.000,,,,4.0,4.0,,,28800.0,28800.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T12:02:46.000,in-house,N,Y,8,Noe Valley,94114.0,POINT (-122.432916238 37.754825894),parcel_centroid,1671605162749,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
445,202306210522,8,otc alterations permit,2023-06-21T00:00:00.000,1413,012,259,,20th,Av,,,"1. repair interior concrete steps, less than 50%/ 2. replace railing up to code. d3. comply w/ nov# 202308707",issued,2023-06-21T13:09:24.000,2023-06-21T12:44:18.000,2023-06-21T13:09:24.000,,,,2.0,2.0,,,25000.0,25000.0,apartments,6.0,apartments,6.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-21T13:07:03.000,in-house,N,Y,1,Outer Richmond,94121.0,POINT (-122.479906272 37.783078937),parcel_centroid,167163198678,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
446,202306210527,8,otc alterations permit,2023-06-21T00:00:00.000,1711,022B,1254,,40th,Av,,,"repair dry rot to rear bedroom (2nd flr), south wall. replace ext finish to match (e) at south wall (not facing street)",issued,2023-06-21T13:22:35.000,2023-06-21T12:59:31.000,2023-06-21T13:22:35.000,,,,2.0,2.0,,,20000.0,20000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T13:21:13.000,in-house,N,Y,4,Sunset/Parkside,94122.0,POINT (-122.499357636 37.763413377),parcel_centroid,1671637111145,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
447,202306210553,8,otc alterations permit,2023-06-21T00:00:00.000,6691,037,68,,Park,St,,,"open wall between kitchen & dining area, install beam supporting ceiling.",issued,2023-06-26T13:01:39.000,2023-06-21T14:32:53.000,2023-06-26T13:01:39.000,,,,3.0,3.0,,,5000.0,5000.0,2 family dwelling,2.0,2 family dwelling,2.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T12:55:00.000,in-house,N,Y,8,Bernal Heights,94110.0,POINT (-122.425043156 37.736472922),parcel_centroid,1671664426154,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
448,202306210494,8,otc alterations permit,2023-06-21T00:00:00.000,2126,010,472,,Pacheco,St,,,bathroom remodel- footprint stays the same only. taking out the old fixtures and installing new ones. the tub will be removed and turned into a walk in shower. no plans needed. remodel in-kind.,issued,2023-06-21T11:20:48.000,2023-06-21T10:36:41.000,2023-06-21T11:20:48.000,,,,2.0,2.0,,,12000.0,12000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T11:12:35.000,in-house,N,Y,7,Inner Sunset,94116.0,POINT (-122.464719972 37.751195041),parcel_centroid,1671602126851,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
449,202306210478,8,otc alterations permit,2023-06-21T00:00:00.000,3717,001,101,,Mission,St,,,basement: replace (e) electric fire pump with same exact.,filed,2023-06-21T10:05:24.000,2023-06-21T10:05:24.000,,,,,21.0,21.0,,Y,60000.0,0.0,office,,office,,2,,"B,M","M,B",1,constr type 1,1,constr type 1,,2023-06-21T10:07:19.000,in-house,N,Y,6,Financial District/South Beach,94105.0,POINT (-122.393999973 37.792150563),parcel_centroid,1671584368933,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
450,202306210558,8,otc alterations permit,2023-06-21T00:00:00.000,4103,031,655,,Mississippi,St,,,"build 38lf of 24"" tall retaining wall w/ a #4 1/2"" rebar in a 16"" oc grid, w/ delta drain plastic barrier w/ a 3""french drain w/ filter fabric and 3/4"" drain rock, add a galvanized steel brachets inside wall to allow for new 5ft fence above wall.",filed,2023-06-21T15:00:35.000,2023-06-21T15:00:35.000,,,,,1.0,1.0,,,10000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T15:24:04.000,in-house,N,Y,10,Potrero Hill,94107.0,POINT (-122.393860146 37.758282601),parcel_centroid,1671669170789,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
451,202306210498,8,otc alterations permit,2023-06-21T00:00:00.000,1465,003,431,,33rd,Av,,,reroofing,issued,2023-06-21T12:04:22.000,2023-06-21T10:45:12.000,2023-06-21T12:04:22.000,,,,2.0,2.0,,,20580.0,20580.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T12:01:19.000,in-house,N,Y,1,Outer Richmond,94121.0,POINT (-122.493731306 37.780982593),parcel_centroid,1671606100857,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
452,202306210537,8,otc alterations permit,2023-06-21T00:00:00.000,6460,002,1000,,Prague,St,,,"revision to permit 202210174510. 1/f: resize mudroom, bedrooms, and bathrooms. 2/f: relocate kitchen, dining and bathrooms per layout. add new office. new interior stairs.",filed,2023-06-21T13:34:42.000,2023-06-21T13:34:42.000,,,,,2.0,2.0,,,1.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T13:36:07.000,in-house,N,Y,11,Excelsior,94112.0,POINT (-122.437001373 37.710254928),parcel_centroid,1671645203634,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
453,202306210514,8,otc alterations permit,2023-06-21T00:00:00.000,2805,005,636,,Diamond,St,,,interior remodel at rear of house. new rear door and 2 windows. new deck at rear yard,filed,2023-06-21T11:59:54.000,2023-06-21T11:59:54.000,,,,Y,2.0,2.0,,,115000.0,115000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-21T15:23:07.000,in-house,N,Y,8,Noe Valley,94114.0,POINT (-122.436677908 37.752228501),parcel_centroid,1671622144693,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
